environment,task,response_regime,horizon,estimator,denominator_contract,clipping_contract,support_contract,target_policy,independent_logged_datasets,intervals_containing_exact_true_value,repeated_dataset_empirical_coverage,binomial_ci_low,binomial_ci_high,binomial_ci_method,true_value_invariant
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,FQE,paper_lstm_h16,20,masked,exact_dynamic_programming_oracle,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,support_restricted_WPDIS,paper_lstm_h16,20,masked,empirical_behavior,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,support_restricted_WPDIS,paper_lstm_h16,20,masked,random_supported,200,182,0.91,0.8622342812,0.9423125511,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,support_restricted_WPDIS,paper_lstm_h16,20,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,support_restricted_WPDIS,paper_lstm_h16,20,masked,maximum_supported_action,200,2,0.01,0.002746658134,0.03572176172,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,support_restricted_WPDIS,paper_lstm_h16,20,masked,severity_rule,200,10,0.05,0.0273826456,0.08957814814,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,support_restricted_WPDIS,paper_lstm_h16,20,masked,exact_dynamic_programming_oracle,200,34,0.17,0.1242790791,0.2281588363,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,crossfit_stronger,none,masked,empirical_behavior,200,3,0.015,0.005114237793,0.04316572879,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,crossfit_stronger,none,masked,random_supported,200,13,0.065,0.03837635465,0.1080190793,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,crossfit_stronger,none,masked,minimum_supported_action,200,85,0.425,0.3585361254,0.4942906735,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,crossfit_stronger,none,masked,maximum_supported_action,200,156,0.78,0.7176120008,0.8318346164,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,crossfit_stronger,none,masked,severity_rule,200,158,0.79,0.7283538314,0.8407158793,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,160,0.8,0.7391448134,0.8495479907,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,crossfit_stronger,none,masked,empirical_behavior,200,191,0.955,0.916703296,0.976147457,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,crossfit_stronger,none,masked,random_supported,200,187,0.935,0.8919809207,0.9616236454,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,crossfit_stronger,none,masked,minimum_supported_action,200,78,0.39,0.3250834314,0.4590625404,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,crossfit_stronger,none,masked,maximum_supported_action,200,188,0.94,0.898068307,0.9653478057,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,crossfit_stronger,none,masked,severity_rule,200,185,0.925,0.8799563898,0.9540250828,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,177,0.885,0.833352831,0.9221362677,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,empirical_behavior,200,3,0.015,0.005114237793,0.04316572879,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,random_supported,200,13,0.065,0.03837635465,0.1080190793,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,minimum_supported_action,200,85,0.425,0.3585361254,0.4942906735,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,maximum_supported_action,200,156,0.78,0.7176120008,0.8318346164,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,severity_rule,200,158,0.79,0.7283538314,0.8407158793,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,160,0.8,0.7391448134,0.8495479907,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,empirical_behavior,200,191,0.955,0.916703296,0.976147457,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,random_supported,200,187,0.935,0.8919809207,0.9616236454,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,78,0.39,0.3250834314,0.4590625404,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,188,0.94,0.898068307,0.9653478057,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,severity_rule,200,185,0.925,0.8799563898,0.9540250828,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,177,0.885,0.833352831,0.9221362677,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,crossfit_stronger,none,masked,empirical_behavior,200,191,0.955,0.916703296,0.976147457,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,crossfit_stronger,none,masked,random_supported,200,187,0.935,0.8919809207,0.9616236454,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,78,0.39,0.3250834314,0.4590625404,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,188,0.94,0.898068307,0.9653478057,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,crossfit_stronger,none,masked,severity_rule,200,185,0.925,0.8799563898,0.9540250828,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,177,0.885,0.833352831,0.9221362677,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,crossfit_stronger,none,masked,empirical_behavior,200,26,0.13,0.0902820228,0.1836635187,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,crossfit_stronger,none,masked,random_supported,200,63,0.315,0.2546232099,0.3823495609,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,crossfit_stronger,none,masked,minimum_supported_action,200,80,0.4,0.3346057857,0.4691632796,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,crossfit_stronger,none,masked,maximum_supported_action,200,163,0.815,0.7554293724,0.862698072,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,crossfit_stronger,none,masked,severity_rule,200,154,0.77,0.7069169563,0.8229065674,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,144,0.72,0.6540769541,0.7776311023,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,crossfit_stronger,none,masked,empirical_behavior,200,191,0.955,0.916703296,0.976147457,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,crossfit_stronger,none,masked,random_supported,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,crossfit_stronger,none,masked,minimum_supported_action,200,78,0.39,0.3250834314,0.4590625404,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,crossfit_stronger,none,masked,maximum_supported_action,200,188,0.94,0.898068307,0.9653478057,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,crossfit_stronger,none,masked,severity_rule,200,173,0.865,0.8107086163,0.9055342955,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,163,0.815,0.7554293724,0.862698072,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,crossfit_stronger,none,masked,empirical_behavior,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,crossfit_stronger,none,masked,random_supported,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,crossfit_stronger,none,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,crossfit_stronger,none,masked,maximum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,crossfit_stronger,none,masked,severity_rule,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,empirical_behavior,200,191,0.955,0.916703296,0.976147457,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,random_supported,200,187,0.935,0.8919809207,0.9616236454,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,78,0.39,0.3250834314,0.4590625404,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,188,0.94,0.898068307,0.9653478057,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,severity_rule,200,185,0.925,0.8799563898,0.9540250828,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,177,0.885,0.833352831,0.9221362677,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,IS,crossfit_stronger,none,masked,empirical_behavior,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,IS,crossfit_stronger,none,masked,random_supported,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,IS,crossfit_stronger,none,masked,minimum_supported_action,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,IS,crossfit_stronger,none,masked,maximum_supported_action,200,41,0.205,0.154861762,0.2662569805,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,IS,crossfit_stronger,none,masked,severity_rule,200,17,0.085,0.05374575018,0.1318958707,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,IS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,68,0.34,0.2779154597,0.4081150447,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WIS,crossfit_stronger,none,masked,empirical_behavior,200,191,0.955,0.916703296,0.976147457,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WIS,crossfit_stronger,none,masked,random_supported,200,193,0.965,0.9295293885,0.982944458,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WIS,crossfit_stronger,none,masked,minimum_supported_action,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WIS,crossfit_stronger,none,masked,maximum_supported_action,200,21,0.105,0.06970748793,0.1551803199,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WIS,crossfit_stronger,none,masked,severity_rule,200,43,0.215,0.1637187625,0.2770230735,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,104,0.52,0.4510378507,0.5882083362,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,PDIS,crossfit_stronger,none,masked,empirical_behavior,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,PDIS,crossfit_stronger,none,masked,random_supported,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,PDIS,crossfit_stronger,none,masked,minimum_supported_action,200,4,0.02,0.007804426416,0.05028708691,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,PDIS,crossfit_stronger,none,masked,maximum_supported_action,200,183,0.915,0.8681041293,0.9462542498,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,PDIS,crossfit_stronger,none,masked,severity_rule,200,69,0.345,0.2825979438,0.4132441074,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,PDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,124,0.62,0.5510671802,0.6844099415,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WPDIS,crossfit_stronger,none,masked,empirical_behavior,200,185,0.925,0.8799563898,0.9540250828,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WPDIS,crossfit_stronger,none,masked,random_supported,200,180,0.9,0.8505941876,0.9343295513,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,64,0.32,0.2592653332,0.3875189843,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WPDIS,crossfit_stronger,none,masked,severity_rule,200,31,0.155,0.1113963693,0.2116069059,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,115,0.575,0.5057093265,0.6414638746,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,CWPDIS,crossfit_stronger,none,masked,empirical_behavior,200,174,0.87,0.8163364813,0.9097179772,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,CWPDIS,crossfit_stronger,none,masked,random_supported,200,172,0.86,0.8051011913,0.9013301737,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,CWPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,CWPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,68,0.34,0.2779154597,0.4081150447,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,CWPDIS,crossfit_stronger,none,masked,severity_rule,200,32,0.16,0.1156741203,0.2171407016,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,CWPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,118,0.59,0.5207645903,0.6558432509,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,DR,crossfit_stronger,none,masked,empirical_behavior,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,DR,crossfit_stronger,none,masked,random_supported,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,DR,crossfit_stronger,none,masked,minimum_supported_action,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,DR,crossfit_stronger,none,masked,maximum_supported_action,200,184,0.92,0.8740105117,0.9501594141,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,DR,crossfit_stronger,none,masked,severity_rule,200,61,0.305,0.2453641563,0.371985521,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,DR,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,125,0.625,0.556143037,0.6891456314,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WDR,crossfit_stronger,none,masked,empirical_behavior,200,189,0.945,0.9042130012,0.9690146583,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WDR,crossfit_stronger,none,masked,random_supported,200,193,0.965,0.9295293885,0.982944458,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WDR,crossfit_stronger,none,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WDR,crossfit_stronger,none,masked,maximum_supported_action,200,68,0.34,0.2779154597,0.4081150447,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WDR,crossfit_stronger,none,masked,severity_rule,200,29,0.145,0.1028935064,0.2004866753,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,WDR,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,104,0.52,0.4510378507,0.5882083362,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,FQE,crossfit_stronger,none,masked,empirical_behavior,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,FQE,crossfit_stronger,none,masked,random_supported,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,FQE,crossfit_stronger,none,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,FQE,crossfit_stronger,none,masked,maximum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,FQE,crossfit_stronger,none,masked,severity_rule,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,FQE,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,support_restricted_WPDIS,crossfit_stronger,none,masked,empirical_behavior,200,185,0.925,0.8799563898,0.9540250828,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,support_restricted_WPDIS,crossfit_stronger,none,masked,random_supported,200,180,0.9,0.8505941876,0.9343295513,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,support_restricted_WPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,support_restricted_WPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,64,0.32,0.2592653332,0.3875189843,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,support_restricted_WPDIS,crossfit_stronger,none,masked,severity_rule,200,31,0.155,0.1113963693,0.2116069059,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,4,support_restricted_WPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,115,0.575,0.5057093265,0.6414638746,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,IS,crossfit_stronger,none,masked,empirical_behavior,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,IS,crossfit_stronger,none,masked,random_supported,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,IS,crossfit_stronger,none,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,IS,crossfit_stronger,none,masked,maximum_supported_action,200,11,0.055,0.0309853417,0.09578699877,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,IS,crossfit_stronger,none,masked,severity_rule,200,6,0.03,0.01382031434,0.06389429245,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,IS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,18,0.09,0.05768744886,0.1377657188,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WIS,crossfit_stronger,none,masked,empirical_behavior,200,187,0.935,0.8919809207,0.9616236454,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WIS,crossfit_stronger,none,masked,random_supported,200,176,0.88,0.827657479,0.9180200729,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WIS,crossfit_stronger,none,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WIS,crossfit_stronger,none,masked,maximum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WIS,crossfit_stronger,none,masked,severity_rule,200,40,0.2,0.1504520093,0.2608551866,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,93,0.465,0.3971856416,0.5341335313,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,PDIS,crossfit_stronger,none,masked,empirical_behavior,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,PDIS,crossfit_stronger,none,masked,random_supported,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,PDIS,crossfit_stronger,none,masked,minimum_supported_action,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,PDIS,crossfit_stronger,none,masked,maximum_supported_action,200,143,0.715,0.6488465397,0.77304997,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,PDIS,crossfit_stronger,none,masked,severity_rule,200,36,0.18,0.1329462586,0.2391147503,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,PDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,87,0.435,0.368157255,0.5042926374,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WPDIS,crossfit_stronger,none,masked,empirical_behavior,200,167,0.835,0.7773421846,0.8800314467,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WPDIS,crossfit_stronger,none,masked,random_supported,200,161,0.805,0.7445595563,0.8539447947,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,2,0.01,0.002746658134,0.03572176172,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WPDIS,crossfit_stronger,none,masked,severity_rule,200,8,0.04,0.02040563207,0.0769320682,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,40,0.2,0.1504520093,0.2608551866,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,CWPDIS,crossfit_stronger,none,masked,empirical_behavior,200,148,0.74,0.675092544,0.7958616994,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,CWPDIS,crossfit_stronger,none,masked,random_supported,200,142,0.71,0.643625219,0.7684597439,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,CWPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,CWPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,2,0.01,0.002746658134,0.03572176172,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,CWPDIS,crossfit_stronger,none,masked,severity_rule,200,8,0.04,0.02040563207,0.0769320682,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,CWPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,42,0.21,0.1592841207,0.2716461686,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,DR,crossfit_stronger,none,masked,empirical_behavior,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,DR,crossfit_stronger,none,masked,random_supported,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,DR,crossfit_stronger,none,masked,minimum_supported_action,200,1,0.005,0.0008831687156,0.0277737044,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,DR,crossfit_stronger,none,masked,maximum_supported_action,200,141,0.705,0.6384128548,0.7638605614,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,DR,crossfit_stronger,none,masked,severity_rule,200,35,0.175,0.1286051507,0.2336443115,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,DR,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,85,0.425,0.3585361254,0.4942906735,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WDR,crossfit_stronger,none,masked,empirical_behavior,200,180,0.9,0.8505941876,0.9343295513,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WDR,crossfit_stronger,none,masked,random_supported,200,188,0.94,0.898068307,0.9653478057,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WDR,crossfit_stronger,none,masked,minimum_supported_action,200,0,0.0,1.734723476e-18,0.01884532638,wilson_95,True
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,8,WDR,crossfit_stronger,none,masked,maximum_supported_action,200,2,0.01,0.002746658134,0.03572176172,wilson_95,True
