environment,task,response_regime,horizon,estimator,denominator_contract,clipping_contract,support_contract,independent_logged_datasets,mean_spearman_rank_recovery,mean_pairwise_order_recovery,mean_behavior_relative_sign_recovery,false_improvement_probability,rank_and_sign_applicable,null_response_note
respiratory_null_response_v1,respiratory,null_response,1,CWPDIS,paper_lstm_h16,none,masked,200,,,,0.225,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,DR,crossfit_stronger,20,masked,200,,,,0.484,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,DR,crossfit_stronger,none,masked,200,,,,0.298,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,DR,exact_behavior,20,masked,200,,,,0.479,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,DR,exact_behavior,none,masked,200,,,,0.196,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,DR,misspecified_behavior,20,masked,200,,,,0.481,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,DR,misspecified_behavior,none,masked,200,,,,0.361,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,DR,paper_lstm_h16,20,masked,200,,,,0.557,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,DR,paper_lstm_h16,none,masked,200,,,,0.557,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,FQE,crossfit_stronger,20,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,FQE,crossfit_stronger,none,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,FQE,exact_behavior,20,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,FQE,exact_behavior,none,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,FQE,misspecified_behavior,20,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,FQE,misspecified_behavior,none,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,FQE,paper_lstm_h16,20,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,FQE,paper_lstm_h16,none,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,IS,crossfit_stronger,20,masked,200,,,,0.478,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,IS,crossfit_stronger,none,masked,200,,,,0.294,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,IS,exact_behavior,20,masked,200,,,,0.459,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,IS,exact_behavior,none,masked,200,,,,0.193,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,IS,misspecified_behavior,20,masked,200,,,,0.487,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,IS,misspecified_behavior,none,masked,200,,,,0.37,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,IS,paper_lstm_h16,20,masked,200,,,,0.587,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,IS,paper_lstm_h16,none,masked,200,,,,0.587,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,PDIS,crossfit_stronger,20,masked,200,,,,0.478,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,PDIS,crossfit_stronger,none,masked,200,,,,0.294,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,PDIS,exact_behavior,20,masked,200,,,,0.459,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,PDIS,exact_behavior,none,masked,200,,,,0.193,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,PDIS,misspecified_behavior,20,masked,200,,,,0.487,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,PDIS,misspecified_behavior,none,masked,200,,,,0.37,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,PDIS,paper_lstm_h16,20,masked,200,,,,0.587,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,PDIS,paper_lstm_h16,none,masked,200,,,,0.587,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WDR,crossfit_stronger,20,masked,200,,,,0.232,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WDR,crossfit_stronger,none,masked,200,,,,0.232,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WDR,exact_behavior,20,masked,200,,,,0.235,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WDR,exact_behavior,none,masked,200,,,,0.237,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WDR,misspecified_behavior,20,masked,200,,,,0.219,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WDR,misspecified_behavior,none,masked,200,,,,0.219,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WDR,paper_lstm_h16,20,masked,200,,,,0.215,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WDR,paper_lstm_h16,none,masked,200,,,,0.215,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WIS,crossfit_stronger,20,masked,200,,,,0.211,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WIS,crossfit_stronger,none,masked,200,,,,0.211,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WIS,exact_behavior,20,masked,200,,,,0.219,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WIS,exact_behavior,none,masked,200,,,,0.221,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WIS,misspecified_behavior,20,masked,200,,,,0.218,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WIS,misspecified_behavior,none,masked,200,,,,0.218,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WIS,paper_lstm_h16,20,masked,200,,,,0.225,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WIS,paper_lstm_h16,none,masked,200,,,,0.225,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WPDIS,crossfit_stronger,20,masked,200,,,,0.211,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WPDIS,crossfit_stronger,none,masked,200,,,,0.211,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WPDIS,exact_behavior,20,masked,200,,,,0.219,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WPDIS,exact_behavior,none,masked,200,,,,0.221,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WPDIS,misspecified_behavior,20,masked,200,,,,0.218,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WPDIS,misspecified_behavior,none,masked,200,,,,0.218,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WPDIS,paper_lstm_h16,20,masked,200,,,,0.225,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,WPDIS,paper_lstm_h16,none,masked,200,,,,0.225,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,support_restricted_WPDIS,crossfit_stronger,20,masked,200,,,,0.211,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,support_restricted_WPDIS,crossfit_stronger,none,masked,200,,,,0.211,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,support_restricted_WPDIS,exact_behavior,20,masked,200,,,,0.219,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,support_restricted_WPDIS,exact_behavior,none,masked,200,,,,0.221,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,support_restricted_WPDIS,misspecified_behavior,20,masked,200,,,,0.218,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,support_restricted_WPDIS,misspecified_behavior,none,masked,200,,,,0.218,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,200,,,,0.225,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,200,,,,0.225,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,CWPDIS,crossfit_stronger,20,masked,200,,,,0.602,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,CWPDIS,crossfit_stronger,none,masked,200,,,,0.602,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,CWPDIS,exact_behavior,20,masked,200,,,,0.657,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,CWPDIS,exact_behavior,none,masked,200,,,,0.662,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,CWPDIS,misspecified_behavior,20,masked,200,,,,0.652,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,CWPDIS,misspecified_behavior,none,masked,200,,,,0.651,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,CWPDIS,paper_lstm_h16,20,masked,200,,,,0.651,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,CWPDIS,paper_lstm_h16,none,masked,200,,,,0.651,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,DR,crossfit_stronger,20,masked,200,,,,0.648,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,DR,crossfit_stronger,none,masked,200,,,,0.614,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,DR,exact_behavior,20,masked,200,,,,0.624,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,DR,exact_behavior,none,masked,200,,,,0.452,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,DR,misspecified_behavior,20,masked,200,,,,0.786,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,DR,misspecified_behavior,none,masked,200,,,,0.785,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,DR,paper_lstm_h16,20,masked,200,,,,0.826,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,DR,paper_lstm_h16,none,masked,200,,,,0.826,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,FQE,crossfit_stronger,20,masked,200,,,,0.844,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,FQE,crossfit_stronger,none,masked,200,,,,0.844,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,FQE,exact_behavior,20,masked,200,,,,0.844,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,FQE,exact_behavior,none,masked,200,,,,0.844,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,FQE,misspecified_behavior,20,masked,200,,,,0.844,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,FQE,misspecified_behavior,none,masked,200,,,,0.844,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,FQE,paper_lstm_h16,20,masked,200,,,,0.844,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,FQE,paper_lstm_h16,none,masked,200,,,,0.844,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,IS,crossfit_stronger,20,masked,200,,,,0.767,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,IS,crossfit_stronger,none,masked,200,,,,0.766,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,IS,exact_behavior,20,masked,200,,,,0.766,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,IS,exact_behavior,none,masked,200,,,,0.751,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,IS,misspecified_behavior,20,masked,200,,,,0.966,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,IS,misspecified_behavior,none,masked,200,,,,0.966,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,IS,paper_lstm_h16,20,masked,200,,,,0.939,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,IS,paper_lstm_h16,none,masked,200,,,,0.939,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,PDIS,crossfit_stronger,20,masked,200,,,,0.66,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,PDIS,crossfit_stronger,none,masked,200,,,,0.629,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,PDIS,exact_behavior,20,masked,200,,,,0.638,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,PDIS,exact_behavior,none,masked,200,,,,0.463,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,PDIS,misspecified_behavior,20,masked,200,,,,0.808,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,PDIS,misspecified_behavior,none,masked,200,,,,0.807,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,PDIS,paper_lstm_h16,20,masked,200,,,,0.838,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,PDIS,paper_lstm_h16,none,masked,200,,,,0.838,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WDR,crossfit_stronger,20,masked,200,,,,0.572,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WDR,crossfit_stronger,none,masked,200,,,,0.574,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WDR,exact_behavior,20,masked,200,,,,0.604,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WDR,exact_behavior,none,masked,200,,,,0.607,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WDR,misspecified_behavior,20,masked,200,,,,0.584,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WDR,misspecified_behavior,none,masked,200,,,,0.584,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WDR,paper_lstm_h16,20,masked,200,,,,0.575,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WDR,paper_lstm_h16,none,masked,200,,,,0.575,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WIS,crossfit_stronger,20,masked,200,,,,0.683,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WIS,crossfit_stronger,none,masked,200,,,,0.683,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WIS,exact_behavior,20,masked,200,,,,0.709,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WIS,exact_behavior,none,masked,200,,,,0.709,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WIS,misspecified_behavior,20,masked,200,,,,0.702,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WIS,misspecified_behavior,none,masked,200,,,,0.702,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WIS,paper_lstm_h16,20,masked,200,,,,0.701,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WIS,paper_lstm_h16,none,masked,200,,,,0.701,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WPDIS,crossfit_stronger,20,masked,200,,,,0.597,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WPDIS,crossfit_stronger,none,masked,200,,,,0.599,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WPDIS,exact_behavior,20,masked,200,,,,0.644,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WPDIS,exact_behavior,none,masked,200,,,,0.649,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WPDIS,misspecified_behavior,20,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WPDIS,misspecified_behavior,none,masked,200,,,,0.645,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WPDIS,paper_lstm_h16,20,masked,200,,,,0.651,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,WPDIS,paper_lstm_h16,none,masked,200,,,,0.651,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,support_restricted_WPDIS,crossfit_stronger,20,masked,200,,,,0.597,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,support_restricted_WPDIS,crossfit_stronger,none,masked,200,,,,0.599,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,support_restricted_WPDIS,exact_behavior,20,masked,200,,,,0.644,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,support_restricted_WPDIS,exact_behavior,none,masked,200,,,,0.649,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,support_restricted_WPDIS,misspecified_behavior,20,masked,200,,,,0.642,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,support_restricted_WPDIS,misspecified_behavior,none,masked,200,,,,0.645,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,support_restricted_WPDIS,paper_lstm_h16,20,masked,200,,,,0.651,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,4,support_restricted_WPDIS,paper_lstm_h16,none,masked,200,,,,0.651,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,CWPDIS,crossfit_stronger,20,masked,200,,,,0.787,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,CWPDIS,crossfit_stronger,none,masked,200,,,,0.787,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,CWPDIS,exact_behavior,20,masked,200,,,,0.796,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,CWPDIS,exact_behavior,none,masked,200,,,,0.796,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,CWPDIS,misspecified_behavior,20,masked,200,,,,0.793,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,CWPDIS,misspecified_behavior,none,masked,200,,,,0.794,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,CWPDIS,paper_lstm_h16,20,masked,200,,,,0.793,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,CWPDIS,paper_lstm_h16,none,masked,200,,,,0.793,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,DR,crossfit_stronger,20,masked,200,,,,0.763,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,DR,crossfit_stronger,none,masked,200,,,,0.748,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,DR,exact_behavior,20,masked,200,,,,0.707,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,DR,exact_behavior,none,masked,200,,,,0.667,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,DR,misspecified_behavior,20,masked,200,,,,0.941,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,DR,misspecified_behavior,none,masked,200,,,,0.939,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,DR,paper_lstm_h16,20,masked,200,,,,0.974,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,DR,paper_lstm_h16,none,masked,200,,,,0.974,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,FQE,crossfit_stronger,20,masked,200,,,,0.865,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,FQE,crossfit_stronger,none,masked,200,,,,0.865,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,FQE,exact_behavior,20,masked,200,,,,0.865,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,FQE,exact_behavior,none,masked,200,,,,0.865,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,FQE,misspecified_behavior,20,masked,200,,,,0.865,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,FQE,misspecified_behavior,none,masked,200,,,,0.865,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,FQE,paper_lstm_h16,20,masked,200,,,,0.865,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,FQE,paper_lstm_h16,none,masked,200,,,,0.865,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,IS,crossfit_stronger,20,masked,200,,,,0.807,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,IS,crossfit_stronger,none,masked,200,,,,0.807,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,IS,exact_behavior,20,masked,200,,,,0.8,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,IS,exact_behavior,none,masked,200,,,,0.794,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,IS,misspecified_behavior,20,masked,200,,,,0.998,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,IS,misspecified_behavior,none,masked,200,,,,0.998,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,IS,paper_lstm_h16,20,masked,200,,,,0.997,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,IS,paper_lstm_h16,none,masked,200,,,,0.997,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,PDIS,crossfit_stronger,20,masked,200,,,,0.768,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,PDIS,crossfit_stronger,none,masked,200,,,,0.752,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,PDIS,exact_behavior,20,masked,200,,,,0.707,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,PDIS,exact_behavior,none,masked,200,,,,0.66,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,PDIS,misspecified_behavior,20,masked,200,,,,0.955,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,PDIS,misspecified_behavior,none,masked,200,,,,0.953,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,PDIS,paper_lstm_h16,20,masked,200,,,,0.974,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,PDIS,paper_lstm_h16,none,masked,200,,,,0.974,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,WDR,crossfit_stronger,20,masked,200,,,,0.781,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,WDR,crossfit_stronger,none,masked,200,,,,0.781,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,WDR,exact_behavior,20,masked,200,,,,0.792,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,WDR,exact_behavior,none,masked,200,,,,0.792,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,WDR,misspecified_behavior,20,masked,200,,,,0.785,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_null_response_v1,respiratory,null_response,8,WDR,misspecified_behavior,none,masked,200,,,,0.785,False,no_nonzero_true_order_or_behavior_relative_sign
