task,mechanism,world_model,planner,variant,training_seed,exact_return,predicted_value,exploitation_gap,cem_iterations,candidate_sequences,elite_count,minimum_unique_sequences,support_mask_bypass,first_action_only_execution,matched_query_budget,claim_boundary
shock,monotone_historical_control,grud_world_model,H1_exhaustive,support_and_uncertainty_penalized,3420,0.3326854443210261,2.158274942793761,1.8255894984727348,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,grud_world_model,H4_categorical_CEM,support_constrained,3420,0.3293902693492451,1.9011955550859407,1.5718052857366955,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,grud_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3420,0.3303221912231849,1.9031089939390464,1.5727868027158611,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,grud_world_model,H8_categorical_CEM,support_constrained,3420,0.3333312033739001,1.873661733377906,1.5403305300040058,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,grud_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3420,0.333878050103661,1.881659350882149,1.547781300778488,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,transformer_world_model,H1_exhaustive,support_constrained,3420,0.3326854443210261,2.158274942793761,1.8255894984727348,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,transformer_world_model,H1_exhaustive,support_and_uncertainty_penalized,3420,0.3326854443210261,2.158274942793761,1.8255894984727348,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,transformer_world_model,H4_categorical_CEM,support_constrained,3420,0.3293902693492451,1.9011955550859407,1.5718052857366955,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,transformer_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3420,0.3282633565253027,1.909970318725371,1.581706962200068,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,transformer_world_model,H8_categorical_CEM,support_constrained,3420,0.3333312033739001,1.873661733377906,1.5403305300040058,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,transformer_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3420,0.3340826960878971,1.8793243127809591,1.545241616693062,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,dreamer_v3_categorical_rssm,H1_exhaustive,support_constrained,3420,0.3326854443210261,2.158274942793761,1.8255894984727348,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,dreamer_v3_categorical_rssm,H1_exhaustive,support_and_uncertainty_penalized,3420,0.3326854443210261,2.158274942793761,1.8255894984727348,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_constrained,3420,0.3293902693492451,1.9011955550859407,1.5718052857366955,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_and_uncertainty_penalized,3420,0.3303221912231849,1.9031089939390464,1.5727868027158611,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_constrained,3420,0.3333312033739001,1.873661733377906,1.5403305300040058,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_and_uncertainty_penalized,3420,0.3343117194880163,1.8751145896073007,1.5408028701192849,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,gaussian_recurrent_ensemble,H1_exhaustive,support_constrained,3420,0.3326854443210261,2.158274942793761,1.8255894984727348,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,gaussian_recurrent_ensemble,H1_exhaustive,support_and_uncertainty_penalized,3420,0.3326854443210261,2.158274942793761,1.8255894984727348,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,gaussian_recurrent_ensemble,H4_categorical_CEM,support_constrained,3420,0.3293902693492451,1.9011955550859407,1.5718052857366955,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,gaussian_recurrent_ensemble,H4_categorical_CEM,support_and_uncertainty_penalized,3420,0.3293878685538888,1.9061193215743737,1.5767314530204848,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,gaussian_recurrent_ensemble,H8_categorical_CEM,support_constrained,3420,0.3333312033739001,1.873661733377906,1.5403305300040058,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,monotone_historical_control,gaussian_recurrent_ensemble,H8_categorical_CEM,support_and_uncertainty_penalized,3420,0.3336720701014162,1.879355538054697,1.5456834679532807,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H1_exhaustive,support_constrained,3408,0.373138997390918,1.5190858759541008,1.1459468785631828,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H1_exhaustive,support_and_uncertainty_penalized,3408,0.373138997390918,1.5190858759541008,1.1459468785631828,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H4_categorical_CEM,support_constrained,3408,0.3671300371128566,1.452184689769918,1.0850546526570617,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3408,0.3672516991774927,1.4535632911486278,1.086311591971135,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H8_categorical_CEM,support_constrained,3408,0.3721167320779314,1.400322605801109,1.0282058737231776,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3408,0.3725994299351324,1.408208060465799,1.0356086305306669,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H1_exhaustive,support_constrained,3408,0.373138997390918,1.5190858759541008,1.1459468785631828,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H1_exhaustive,support_and_uncertainty_penalized,3408,0.373138997390918,1.5190858759541008,1.1459468785631828,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H4_categorical_CEM,support_constrained,3408,0.3671300371128566,1.452184689769918,1.0850546526570617,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3408,0.3671957039380791,1.449372140013836,1.0821764360757569,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H8_categorical_CEM,support_constrained,3408,0.3721167320779314,1.400322605801109,1.0282058737231776,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3408,0.3711104918273045,1.3985101086619416,1.027399616834637,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H1_exhaustive,support_constrained,3408,0.373138997390918,1.5190858759541008,1.1459468785631828,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H1_exhaustive,support_and_uncertainty_penalized,3408,0.373138997390918,1.5190858759541008,1.1459468785631828,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_constrained,3408,0.3671300371128566,1.452184689769918,1.0850546526570617,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_and_uncertainty_penalized,3408,0.3673271389651512,1.4490758580269611,1.08174871906181,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_constrained,3408,0.3721167320779314,1.400322605801109,1.0282058737231776,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_and_uncertainty_penalized,3408,0.3725525941548441,1.408015718717219,1.035463124562375,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H1_exhaustive,support_constrained,3408,0.373138997390918,1.5190858759541008,1.1459468785631828,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H1_exhaustive,support_and_uncertainty_penalized,3408,0.373138997390918,1.5190858759541008,1.1459468785631828,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H4_categorical_CEM,support_constrained,3408,0.3671300371128566,1.452184689769918,1.0850546526570617,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H4_categorical_CEM,support_and_uncertainty_penalized,3408,0.3672630655586521,1.4521238691028642,1.084860803544212,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H8_categorical_CEM,support_constrained,3408,0.3721167320779314,1.400322605801109,1.0282058737231776,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H8_categorical_CEM,support_and_uncertainty_penalized,3408,0.3733852676902792,1.4066789783508922,1.033293710660613,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H1_exhaustive,support_constrained,3411,0.3695184581995006,1.5021930218974329,1.1326745636979323,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H1_exhaustive,support_and_uncertainty_penalized,3411,0.3695184581995006,1.5021930218974329,1.1326745636979323,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H4_categorical_CEM,support_constrained,3411,0.3700950100978699,1.438389782850828,1.068294772752958,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3411,0.3702352035584187,1.440200776160452,1.0699655726020332,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H8_categorical_CEM,support_constrained,3411,0.3706142105865807,1.3179589290281122,0.9473447184415316,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3411,0.3710392805538345,1.3280313129227048,0.9569920323688704,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H1_exhaustive,support_constrained,3411,0.3695184581995006,1.5021930218974329,1.1326745636979323,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H1_exhaustive,support_and_uncertainty_penalized,3411,0.3695184581995006,1.5021930218974329,1.1326745636979323,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H4_categorical_CEM,support_constrained,3411,0.3700950100978699,1.438389782850828,1.068294772752958,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3411,0.3702640832767652,1.4392115125261655,1.0689474292494003,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H8_categorical_CEM,support_constrained,3411,0.3706142105865807,1.3179589290281122,0.9473447184415316,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,transformer_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3411,0.3701388256696163,1.314280245213408,0.9441414195437918,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H1_exhaustive,support_constrained,3411,0.3695184581995006,1.5021930218974329,1.1326745636979323,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H1_exhaustive,support_and_uncertainty_penalized,3411,0.3695184581995006,1.5021930218974329,1.1326745636979323,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_constrained,3411,0.3700950100978699,1.438389782850828,1.068294772752958,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_and_uncertainty_penalized,3411,0.3702716185054207,1.4392182853823008,1.06894666687688,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_constrained,3411,0.3706142105865807,1.3179589290281122,0.9473447184415316,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_and_uncertainty_penalized,3411,0.370600270612631,1.3163235771934685,0.9457233065808373,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H1_exhaustive,support_constrained,3411,0.3695184581995006,1.5021930218974329,1.1326745636979323,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H1_exhaustive,support_and_uncertainty_penalized,3411,0.3695184581995006,1.5021930218974329,1.1326745636979323,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H4_categorical_CEM,support_constrained,3411,0.3700950100978699,1.438389782850828,1.068294772752958,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H4_categorical_CEM,support_and_uncertainty_penalized,3411,0.3700146421894668,1.4404620903890533,1.0704474481995865,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H8_categorical_CEM,support_constrained,3411,0.3706142105865807,1.3179589290281122,0.9473447184415316,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,gaussian_recurrent_ensemble,H8_categorical_CEM,support_and_uncertainty_penalized,3411,0.3708817685226703,1.3230423799309563,0.952160611408286,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H1_exhaustive,support_constrained,3414,0.3640147733617633,2.0528855212654795,1.6888707479037162,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H1_exhaustive,support_and_uncertainty_penalized,3414,0.3640147733617633,2.0528855212654795,1.6888707479037162,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H4_categorical_CEM,support_constrained,3414,0.364569128203293,1.94275808417448,1.5781889559711868,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3414,0.3649142196203702,1.9398002646194237,1.5748860449990532,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H8_categorical_CEM,support_constrained,3414,0.3674918689628533,1.7924575214602645,1.424965652497411,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,interior_optimum,grud_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3414,0.3680546912620706,1.7906154414225783,1.4225607501605078,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
